name,geometry,superficie,longitude,latitude,population
Cité AADL La Réconciliation Nationale,"POLYGON ((3.1999839 36.7200584, 3.1999647 36.720034899999995, 3.2002265 36.7198432, 3.2002397 36.71985539999999, 3.2004917999999996 36.719672599999996, 3.2005106 36.7196533, 3.2004986 36.7196337, 3.2004614 36.719599699999996, 3.2004225 36.719628, 3.2000633 36.719310300000004, 3.2000968999999997 36.7192848, 3.2000827 36.7192663, 3.2000603 36.71923149999999, 3.2000265999999997 36.71921280000001, 3.1999943 36.719217099999995, 3.1998634 36.71930269999999, 3.1991844 36.71980119999999, 3.1996604999999994 36.720233400000005, 3.1996963999999997 36.72024879999999, 3.1997859 36.720191699999994, 3.1997918 36.7201671, 3.1999839 36.7200584))",0.01012722960480935,356203.8896136936,4400113.119825807,171
Cité AADL La Réconciliation Nationale,"POLYGON ((3.2002565999999995 36.7207112, 3.2002813 36.7207223, 3.2003644999999996 36.72074210000001, 3.2003983999999996 36.720775399999994, 3.2004183999999998 36.7207865, 3.2004353 36.72077910000001, 3.201144 36.72027779999999, 3.2011563 36.720261699999995, 3.2011548 36.72024689999999, 3.2011517000000005 36.7202272, 3.2009744999999996 36.72006050000001, 3.2009374999999998 36.7200802, 3.2006109999999994 36.719795, 3.2006387 36.7197666, 3.2006187 36.7197406, 3.2005863 36.71971589999999, 3.2003783 36.7198592, 3.1997759999999995 36.720281499999984, 3.2000285999999996 36.7205038, 3.2002565999999995 36.7207112))",0.0115849531514704,356275.08554013143,4400187.5511246575,195
Résidence universitaire pour fille - 19 mai 1956 / السكن الجامعي لابنته - 19 مايو 1956,"POLYGON ((3.1755884999999995 36.7063423, 3.1744247 36.7063447, 3.1740666 36.7064265, 3.1721922000000005 36.70751539999999, 3.172071 36.7076179, 3.1714121 36.7086573, 3.1712428 36.70875579999999, 3.1705827 36.7096547, 3.1698727 36.7092917, 3.1692942999999993 36.708787999999984, 3.1692673999999994 36.70884199999999, 3.1685606 36.709257, 3.1680079999999995 36.7095258, 3.1683087999999997 36.7098339, 3.1690786999999996 36.71046710000001, 3.170923 36.71137670000001, 3.1710088 36.7113855, 3.1710194999999994 36.7114018, 3.1711243999999996 36.711404, 3.1712056 36.7114396, 3.1712676999999996 36.71150539999999, 3.1712772 36.711576099999995, 3.1720258 36.711934299999996, 3.1723245999999996 36.7116238, 3.1720327 36.711430299999996, 3.1719912 36.7109586, 3.1726341 36.710207, 3.1717958999999993 36.70975629999999, 3.1734170999999995 36.7078273, 3.1743116 36.7073062, 3.1757185999999997 36.7064864, 3.1755884999999995 36.7063423))",0.1760457921534736,353055.10626117175,4398653.409033972,2973
Cité 08 mai 1945 (SORECAL),"POLYGON ((3.1956642 36.7380651, 3.1957071 36.737848, 3.1956829 36.73769319999999, 3.1956131999999995 36.73755779999999, 3.1955193 36.73744389999999, 3.1953797999999995 36.737314899999994, 3.1952202999999995 36.73722510000001, 3.1950888 36.7371735, 3.1949708 36.737152, 3.1948085 36.73713440000001, 3.1946503 36.73713870000001, 3.193674 36.7372704, 3.1931236999999997 36.73700149999999, 3.1929766 36.7369302, 3.1933036999999995 36.73506999999999, 3.1936525 36.733093399999994, 3.1929118 36.7329142, 3.1927405999999996 36.73305469999999, 3.1923651 36.73279029999999, 3.1922374 36.7328546, 3.1919356 36.73264489999999, 3.191777 36.7326567, 3.1914963 36.732777199999994, 3.1912164 36.73278809999999, 3.1906107 36.73275819999999, 3.1902244999999994 36.73273559999999, 3.1895932999999994 36.7326718, 3.1897268999999997 36.7322129, 3.1894792999999995 36.7322011, 3.1895634999999998 36.7316387, 3.1894577 36.7316244, 3.1893167999999994 36.731554499999994, 3.1893385999999997 36.731462799999996, 3.1893036 36.731460299999995, 3.1893074999999995 36.7314497, 3.1889499 36.7313902, 3.1889351 36.7314101, 3.1888549 36.731429999999996, 3.1888345 36.731419, 3.1887448000000003 36.73144909999999, 3.1883932 36.731171499999995, 3.1885795 36.7309966, 3.1886711999999995 36.730687, 3.1888492999999998 36.730742199999995, 3.1890207 36.73073759999999, 3.1890663 36.730589599999995, 3.1891175999999994 36.730360899999994, 3.1893178 36.7303073, 3.1895369999999996 36.7303189, 3.1895987999999997 36.730266199999996, 3.1889857 36.729863900000005, 3.1888025999999994 36.7297872, 3.1886176 36.7297743, 3.1875139 36.7298282, 3.1860767999999995 36.7299362, 3.1857792 36.7314089, 3.1857704 36.731427100000005, 3.1857360999999997 36.731432, 3.1854754999999995 36.7313744, 3.1846094 36.731183099999996, 3.1842288 36.73109899999999, 3.1840516999999995 36.73105979999999, 3.1843000999999997 36.73256409999999, 3.1843154999999994 36.73265760000001, 3.1842373999999998 36.73275089999999, 3.1843779 36.73361179999999, 3.1843603 36.73372419999999, 3.1843735 36.73382029999999, 3.1843853 36.7338549, 3.1843872 36.7338902, 3.1845569 36.735014, 3.1845785999999996 36.7350352, 3.1845804 36.73506390000001, 3.1845708999999998 36.735088, 3.1846727999999995 36.7356538, 3.1847048000000004 36.7357896, 3.184838 36.7363592, 3.1850179999999995 36.7369411, 3.1851483 36.73741489999999, 3.1856836 36.737840799999994, 3.185632 36.73796960000001, 3.1860017 36.7382699, 3.1859850999999995 36.7386368, 3.1865842 36.7390874, 3.1868275 36.73920639999999, 3.1870516 36.739270999999995, 3.187215 36.7391239, 3.1873413999999998 36.739228399999995, 3.1875171 36.73908649999999, 3.1875813999999996 36.7386334, 3.1877945000000003 36.738494199999984, 3.1887641999999996 36.7386752, 3.1889158999999996 36.73870349999999, 3.1888956 36.7387727, 3.189593 36.738925299999984, 3.1899056 36.7386347, 3.1900853000000002 36.7387895, 3.1904661999999995 36.73879589999999, 3.1904206 36.739129099999985, 3.1903601 36.7391811, 3.1901335999999993 36.7392425, 3.1900571999999996 36.739654699999996, 3.1904871999999997 36.739479299999985, 3.1923918 36.739782399999996, 3.1933568999999995 36.7406154, 3.193564 36.7404939, 3.1938026999999996 36.7406251, 3.1942425999999995 36.74024680000001, 3.1940548 36.7400619, 3.1942184 36.739870599999996, 3.1941809 36.7398427, 3.1943660000000005 36.7393977, 3.1952363 36.7397249, 3.1955528 36.73860289999999, 3.1956642 36.7380651))",1.115900162852656,355029.79724755115,4402284.683093175,18845
Tribou Mahmoud,"POLYGON ((3.1842288 36.73109899999999, 3.1846094 36.731183099999996, 3.1854754999999995 36.7313744, 3.1857360999999997 36.731432, 3.1857704 36.731427100000005, 3.1857792 36.7314089, 3.1860767999999995 36.7299362, 3.1859967 36.7299413, 3.1845798 36.730062, 3.1840230999999997 36.72996259999999, 3.1837392999999996 36.7299012, 3.1839398999999995 36.73103789999999, 3.1840516999999995 36.73105979999999, 3.1842288 36.73109899999999))",0.03999695632841828,354546.91321692057,4401621.89179461,675
Promotion 282 lgts LPL (ENPI) SORECAL,"POLYGON ((3.1885368 36.73415, 3.1886252999999996 36.7341242, 3.1887058 36.73411990000001, 3.1887638 36.7341289, 3.1888022999999994 36.734134899999994, 3.1888648 36.7341018, 3.1892225 36.733799499999996, 3.1895593 36.7335005, 3.1898228 36.7335113, 3.1901482 36.7335213, 3.1901775 36.7332197, 3.1902244999999994 36.73273559999999, 3.1895932999999994 36.7326718, 3.1897268999999997 36.7322129, 3.1894792999999995 36.7322011, 3.189162 36.73261839999999, 3.1890920999999994 36.732633699999994, 3.1888842 36.73272049999999, 3.1877589999999993 36.73377, 3.1884443000000005 36.73422029999999, 3.1885368 36.73415))",0.03625633801042184,355007.4672369232,4401996.417637498,612
Cité Zerhouni Mokhtar (Les Bananiers),"POLYGON ((3.1787514 36.7354531, 3.1788110999999994 36.73499259999999, 3.1790023 36.73381569999999, 3.1791364 36.733093399999994, 3.1791854 36.732480100000004, 3.1792735999999997 36.7324833, 3.1793107 36.7319885, 3.1794878 36.73199919999999, 3.1795468 36.73205080000001, 3.1797188 36.732062, 3.1797858999999997 36.73201689999999, 3.1800214999999996 36.732029299999994, 3.1805558999999994 36.7320195, 3.1805366999999998 36.731361099999994, 3.1793455999999995 36.73129200000001, 3.1793647999999997 36.7310732, 3.1795365 36.731083899999994, 3.1800697999999996 36.7280546, 3.1800169 36.727990299999995, 3.1783076999999995 36.72802219999999, 3.17819418567241 36.72801046716067, 3.1781779999999995 36.7280954, 3.1781736 36.72823579999999, 3.1781070999999996 36.7285156, 3.177968 36.7293171, 3.1777036999999995 36.730971399999994, 3.1774147999999998 36.73253749999999, 3.1790107 36.732576099999996, 3.1791340999999997 36.732675, 3.1788538 36.734376399999995, 3.1786820999999996 36.7355458, 3.1787056493490193 36.73555364566571, 3.1787514 36.7354531))",0.14503924253337216,353867.77819078206,4401601.570185135,2449
"Cité EPLF,1080 Logts","POLYGON ((3.1836521 36.720500400000006, 3.1836791 36.72065659999999, 3.1840635 36.7208824, 3.1847516999999996 36.72128659999999, 3.1854534 36.7216199, 3.1858133 36.7216947, 3.1877791999999996 36.7207348, 3.1840157 36.7178175, 3.1817303 36.7192168, 3.1821101 36.7194999, 3.1836521 36.720500400000006))",0.16900053894223177,354522.57079090894,4400129.8244195795,2854
300 LOGTS,"POLYGON ((3.1777757 36.723203, 3.1780090999999997 36.72284689999999, 3.1784372 36.72225, 3.1787211 36.72181739999999, 3.179164 36.721221699999994, 3.1797108999999995 36.72043479999999, 3.1800748 36.7199287, 3.1801900999999995 36.71977570000001, 3.1798735999999996 36.71962889999999, 3.180056 36.7193816, 3.1801122999999993 36.71928969999999, 3.1796348999999995 36.7190931, 3.1793935 36.71925869999999, 3.1790394 36.71977679999999, 3.1787927 36.72016529999999, 3.1786288 36.72044339999999, 3.1787650999999997 36.72061969999999, 3.1789533 36.7208632, 3.1786610000000004 36.72135949999999, 3.1781647999999993 36.7212069, 3.1779286999999994 36.7216125, 3.1782408 36.72214180000001, 3.1778653 36.7227159, 3.1776936 36.72295839999999, 3.1774763999999998 36.7232796, 3.1772090999999993 36.7236856, 3.1773867999999994 36.72374909999999, 3.1777757 36.723203))",0.0423194320595521,353878.4039768144,4400272.042518654,714
CITE EL-DJORF,"POLYGON ((3.1761011999999997 36.7213995, 3.1767020999999995 36.72090359999999, 3.1768831999999994 36.7205468, 3.1772542999999995 36.719713999999996, 3.1775723999999994 36.719122799999994, 3.1778198 36.7186987, 3.1779612 36.718486199999994, 3.1780275 36.7183241, 3.1781379 36.7180868, 3.1780539999999995 36.7180266, 3.1777446999999994 36.71782829999999, 3.1774592 36.7176194, 3.1772163 36.717435200000004, 3.1769864999999995 36.71727940000001, 3.1767434999999997 36.71712709999999, 3.1765667999999994 36.71708809999999, 3.1763679999999996 36.7171023, 3.176178 36.71730769999999, 3.1759865 36.71751209999999, 3.1759438 36.7176819, 3.1756891999999994 36.718094, 3.1754284999999998 36.7185192, 3.1752693999999995 36.71876360000001, 3.1751281 36.71897959999999, 3.1749823 36.71924289999999, 3.1748807 36.71940940000001, 3.1748188 36.71958999999999, 3.1748011 36.7199751, 3.1744432999999996 36.7202774, 3.1741428 36.72048639999999, 3.1741649 36.7207378, 3.1741958000000006 36.72095029999999, 3.1746818 36.721307999999986, 3.1751987999999995 36.721322099999995, 3.1759188999999997 36.7215311, 3.1761011999999997 36.7213995))",0.1463159240154494,353568.4955904257,4400066.829377401,2470
BOUSHAKI A,"POLYGON ((3.1697397 36.7240294, 3.1703628999999998 36.7226573, 3.1706206999999997 36.7221058, 3.1707757 36.7217797, 3.1711086 36.7210789, 3.1708029 36.7209972, 3.1703225 36.72145030000001, 3.1701113999999997 36.72173029999999, 3.1701697 36.721847, 3.1699368000000003 36.72235279999999, 3.1696529999999994 36.722971099999995, 3.1690927 36.72428359999999, 3.1696016999999994 36.7243313, 3.1697397 36.7240294))",0.028296543827010356,352892.10805274616,4400520.18202491,477
BOUSHAKI D,"POLYGON ((3.1705553999999996 36.7224733, 3.1701655999999994 36.7233232, 3.1699471999999997 36.7238549, 3.1698194999999996 36.7242192, 3.1697976 36.724312100000006, 3.1704442 36.7244074, 3.1713668999999998 36.72455339999999, 3.1730191 36.7247777, 3.1730976999999996 36.72453639999999, 3.1718729 36.7244307, 3.1725581999999997 36.72303960000001, 3.1727724 36.7225164, 3.1708429999999996 36.721897000000006, 3.1705553999999996 36.7224733))",0.08166585686073662,353030.9060295069,4400620.058533547,1379
LOG FONC CEM FERROUKHI,"POLYGON ((3.1737796 36.7227944, 3.1734437 36.7226988, 3.1729264 36.722528699999984, 3.1726523000000006 36.7230425, 3.1727804999999996 36.72310629999999, 3.1730324999999997 36.7231771, 3.1735673999999996 36.72332600000001, 3.1737796 36.7227944))",0.008290860828194952,353241.6788162814,4400557.200487655,140
498 logts,"POLYGON ((3.1773379999999998 36.72309539999999, 3.1767056999999994 36.7228498, 3.1760975999999994 36.722675499999994, 3.1762005 36.722338799999996, 3.1765541 36.7222871, 3.1768622 36.7220536, 3.1769925 36.721732300000006, 3.1772402 36.721444999999996, 3.1777746999999996 36.72153649999999, 3.1783154999999996 36.720653799999994, 3.1787064 36.720037399999995, 3.1789084 36.719770999999994, 3.1794326 36.7190194, 3.1791625999999997 36.71886740000001, 3.1786152000000003 36.71856439999999, 3.178159 36.718345, 3.1775400000000005 36.7195714, 3.1771881 36.720235300000006, 3.1768232999999997 36.7210487, 3.1761292000000005 36.721626, 3.1759787 36.721609799999996, 3.1756519999999995 36.72156009999999, 3.1752333999999998 36.721413999999996, 3.1748683 36.7213722, 3.1747654 36.72138650000001, 3.1746944 36.721430899999994, 3.174084 36.72268599999999, 3.1770586999999995 36.72357360000001, 3.1773379999999998 36.72309539999999))",0.12481201216778286,353645.1125312261,4400314.217390588,2107
Cité Ahmed Djoumai (AADL),"POLYGON ((3.1927325 36.71647709999999, 3.1923694 36.7168929, 3.1920738999999996 36.71675009999999, 3.1917657999999998 36.7172499, 3.1916145999999994 36.7174332, 3.1913732999999995 36.71758949999999, 3.1912851 36.717589399999994, 3.1912806999999996 36.7176124, 3.1912682999999995 36.7177789, 3.1905304 36.7186672, 3.1904745 36.7186888, 3.1901332 36.7186854, 3.1899711 36.718594, 3.1899139999999995 36.7186966, 3.1898023 36.71869079999999, 3.1897718999999998 36.7187395, 3.1897008 36.71878039999999, 3.1896333999999995 36.7187791, 3.1896372999999993 36.7188058, 3.1896132 36.71943569999999, 3.1887565 36.719382, 3.1887307 36.71981619999999, 3.1882773999999996 36.7197581, 3.1880279999999996 36.719719100000006, 3.1878886999999994 36.719824599999995, 3.1887953999999996 36.7210636, 3.1900433 36.720945, 3.1900531999999995 36.720054899999994, 3.1904930999999994 36.720027, 3.1905789 36.720074399999994, 3.1907204999999994 36.7198916, 3.1907804999999994 36.71968989999999, 3.1918003 36.71871799999999, 3.1916732999999997 36.71863389999999, 3.1916785999999995 36.7185135, 3.1926228 36.7185073, 3.1927027 36.71840689999999, 3.1930251999999997 36.7180015, 3.1930332 36.7173808, 3.1933738 36.71720199999999, 3.1933646 36.7164024, 3.1928191 36.71637679999999, 3.1927325 36.71647709999999))",0.1207399172879459,355198.09581930307,4399993.6977341045,2039
Haouch,"POLYGON ((3.1815789999999997 36.7243768, 3.1814013000000005 36.7245087, 3.1811287 36.7244271, 3.1811179999999997 36.724481999999995, 3.1811842 36.724513699999996, 3.1811266999999996 36.7248846, 3.1812976999999996 36.7249257, 3.1818382999999995 36.7249836, 3.1818846999999995 36.72492939999999, 3.1821615999999997 36.724970199999994, 3.1821985999999995 36.72469790000001, 3.1821432000000005 36.724675899999994, 3.1821795 36.72446159999999, 3.1815789999999997 36.7243768))",0.008064824946342964,354182.564433677,4400801.514739561,136
USTHB,"POLYGON ((3.1779092 36.7059363, 3.1776124 36.7060731, 3.1728498 36.7086328, 3.1723856 36.7092166, 3.1738272 36.711579, 3.1751893 36.7131751, 3.1783008 36.7162499, 3.1800337 36.7177163, 3.180365 36.7179883, 3.1804255 36.7180311, 3.1804941 36.7180667, 3.1805645 36.7180928, 3.18209 36.7185969, 3.1821332 36.7185803, 3.1891702 36.714361, 3.1892551 36.7143035, 3.1850472 36.7095581, 3.1849624 36.7095133, 3.1779092 36.7059363))",1.5,3.180586239322731,36.712179537485454,15000
